id,points
184412,"[[333.2258064516129, 122.58064516129032], [846.1290322580646, 387.0967741935484]]"
184412,"[[920.3225806451612, 248.38709677419354], [2342.9032258064517, 548.3870967741935]]"
184412,"[[2542.9032258064517, 1864.516129032258], [3391.2903225806454, 2177.4193548387098]]"
184413,"[[1051.7142857142856, 405.71428571428567], [1303.1428571428569, 522.8571428571428]]"
184413,"[[1883.1428571428569, 382.85714285714283], [2111.7142857142853, 528.5714285714286]]"
184413,"[[2380.285714285714, 494.2857142857142], [2534.5714285714284, 599.9999999999999]]"
184414,"[[1273.2727272727273, 609.090909090909], [1412.6666666666665, 684.8484848484849]]"
184414,"[[1558.121212121212, 987.8787878787879], [1688.4242424242425, 1087.8787878787878]]"
184414,"[[755.090909090909, 2596.969696969697], [2194.4848484848485, 3563.6363636363635]]"
184415,"[[278.38709677419354, 145.16129032258064], [839.6774193548388, 690.3225806451613]]"
184415,"[[900.9677419354839, 261.2903225806452], [2359.032258064516, 541.9354838709678]]"
184415,"[[2542.9032258064517, 1841.9354838709678], [3423.548387096774, 2206.451612903226]]"
184416,"[[2639.142857142857, 474.2857142857142], [2887.7142857142853, 651.4285714285713]]"
184416,"[[2916.2857142857138, 3865.7142857142853], [3196.2857142857138, 4288.571428571428]]"
184416,"[[1.9999999999999432, 4045.7142857142853], [107.71428571428567, 4311.428571428571]]"
184423,"[[1083.0, 243.33333333333334], [1413.0, 493.33333333333337]]"
184423,"[[2315.560975609756, 4029.2682926829266], [2366.780487804878, 4090.243902439024]]"
184425,"[[2103.272727272727, 1736.3636363636363], [2491.151515151515, 1900.0]]"
184425,"[[2066.909090909091, 1969.6969696969695], [2763.8787878787875, 2245.4545454545455]]"
184425,"[[2069.939393939394, 3284.8484848484845], [2642.6666666666665, 3493.939393939394]]"
184426,"[[2217.9999999999995, 2157.142857142857], [2839.428571428571, 2478.5714285714284]]"
184427,"[[1419.9032258064517, 4767.741935483871], [1736.032258064516, 4896.774193548387]]"
184429,"[[350.0, 2310.0], [896.6666666666667, 2930.0]]"
184429,"[[1773.3333333333335, 2326.666666666667], [2680.0, 2586.666666666667]]"
184429,"[[1853.3333333333335, 2626.666666666667], [2410.0, 2866.666666666667]]"
184429,"[[423.3333333333335, 3853.3333333333335], [2366.666666666667, 4140.0]]"
184430,"[[317.5151515151515, 2293.939393939394], [929.6363636363635, 2927.272727272727]]"
184430,"[[1750.8484848484845, 2300.0], [2717.5151515151515, 2893.939393939394]]"
184430,"[[408.42424242424227, 3872.7272727272725], [2402.363636363636, 4169.696969696969]]"
184431,"[[1527.909090909091, 2222.7272727272725], [2627.909090909091, 2827.2727272727275]]"
184542,"[[2560.30303030303, 660.6060606060606], [3214.8484848484845, 948.4848484848484]]"
184542,"[[2575.4545454545455, 1875.7575757575758], [3220.9090909090905, 2309.090909090909]]"
184542,"[[2539.090909090909, 2518.181818181818], [3257.272727272727, 4224.242424242424]]"
184545,"[[611.6279069767442, 223.25581395348837], [720.9302325581396, 330.2325581395349]]"
184545,"[[1941.860465116279, 1553.4883720930234], [2488.3720930232557, 1923.2558139534883]]"
184547,"[[660.081081081081, 3632.4324324324325], [2214.135135135135, 4132.4324324324325]]"
184549,"[[1878.128205128205, 2712.8205128205127], [2503.7692307692305, 3853.846153846154]]"
184550,"[[784.0, 2533.3333333333335], [1467.3333333333335, 2880.0]]"
184554,"[[2093.2380952380954, 2453.285714285714], [2683.7142857142862, 2948.5238095238096]]"
184578,"[[828.3030303030303, 2454.5454545454545], [961.6363636363635, 2636.363636363636]]"
184579,"[[701.2424242424242, 4154.545454545454], [2883.060606060606, 4633.333333333333]]"
184585,"[[2759.135135135135, 3237.837837837838], [3353.7297297297296, 3681.0810810810813]]"
184586,"[[2490.5714285714284, 2722.8571428571427], [2604.8571428571427, 2831.428571428571]]"
184597,"[[2523.5348837209303, 1053.4883720930234], [3042.139534883721, 1430.2325581395348]]"
184600,"[[2592.3333333333335, 2693.3333333333335], [3012.3333333333335, 2860.0]]"
184965,"[[473.35135135135135, 2427.027027027027], [827.4054054054054, 2681.0810810810813]]"
184969,"[[1068.2222222222222, 233.33333333333331], [1820.074074074074, 388.88888888888886]]"
184969,"[[408.9629629629628, 4118.518518518518], [2934.8888888888887, 4403.7037037037035]]"
184975,"[[1256.7142857142856, 725.7142857142857], [1319.5714285714284, 802.8571428571428]]"
184975,"[[1242.4285714285713, 925.7142857142857], [1322.4285714285713, 1014.2857142857142]]"
184975,"[[1230.9999999999998, 1157.142857142857], [1342.4285714285713, 1348.5714285714284]]"
185010,"[[3827.666666666667, 140.5], [4252.666666666667, 3515.5]]"
185011,"[[2926.0, 267.0], [3982.0, 795.0]]"
185011,"[[270.0, 227.0], [1606.0, 967.0]]"
185017,"[[1077.6060606060605, 1560.6060606060605], [1380.6363636363635, 1669.6969696969695]]"
185019,"[[2686.4054054054054, 1270.2702702702702], [3375.5945945945946, 2137.837837837838]]"
185020,"[[719.8571428571427, 1264.2857142857142], [2105.5714285714284, 1846.4285714285713]]"
185022,"[[3228.0, 172.0], [3472.0, 388.0]]"
185022,"[[2228.0, 2616.0], [3284.0, 2864.0]]"
185079,"[[1014.8936170212766, 1172.340425531915], [1259.5744680851062, 1359.5744680851062]]"
185080,"[[2214.5833333333335, 537.5], [2843.75, 668.75]]"
185081,"[[1533.1428571428569, 2003.5714285714284], [2936.7142857142853, 2421.428571428571]]"
185081,"[[611.7142857142856, 2921.428571428571], [2565.2857142857138, 3360.7142857142853]]"
185082,"[[1189.5833333333335, 1270.8333333333335], [1468.75, 1358.3333333333335]]"
185082,"[[2310.416666666667, 847.9166666666667], [2452.0833333333335, 939.5833333333334]]"
185082,"[[608.3333333333334, 2279.166666666667], [764.5833333333334, 2452.0833333333335]]"
185084,"[[793.4615384615383, 1843.5897435897434], [1378.076923076923, 2046.1538461538462]]"
185084,"[[524.2307692307692, 2284.6153846153848], [675.5128205128204, 2466.6666666666665]]"
185093,"[[1868.6756756756758, 3045.945945945946], [2665.972972972973, 3251.3513513513512]]"
185096,"[[109.0, 4263.0], [3637.0, 4903.0]]"
185097,"[[1819.8333333333335, 1920.8333333333335], [1978.166666666667, 2162.5]]"
185097,"[[1978.166666666667, 1954.1666666666667], [2182.3333333333335, 2179.166666666667]]"
185099,"[[1564.0, 1796.6666666666667], [2964.0, 2210.0]]"
186510,"[[1457.8333333333335, 3954.166666666667], [2595.3333333333335, 4295.833333333334]]"
186512,"[[2925.0, 384.0], [3345.0, 852.0]]"
186512,"[[3341.0, 604.0], [3461.0, 1744.0]]"
186512,"[[2085.0, 3136.0], [2609.0, 3384.0]]"
186512,"[[2153.0, 1792.0], [2325.0, 1928.0]]"
186515,"[[385.7142857142858, 704.2380952380953], [766.666666666667, 1042.3333333333335]]"
186515,"[[742.8571428571431, 304.23809523809524], [1547.6190476190477, 704.2380952380953]]"
186515,"[[871.4285714285716, 2975.666666666667], [2642.857142857143, 3289.952380952381]]"
186515,"[[1109.5238095238096, 3380.4285714285716], [2342.857142857143, 3666.1428571428573]]"
186519,"[[617.5, 3278.125], [2823.75, 3581.25]]"
186523,"[[1826.8571428571431, 2802.857142857143], [2498.2857142857147, 3026.666666666667]]"
186523,"[[636.3809523809523, 3421.904761904762], [2593.52380952381, 3974.285714285714]]"
186523,"[[3.047619047619264, 350.4761904761905], [160.19047619047615, 1260.0]]"
186524,"[[390.71428571428555, 846.4285714285713], [794.2857142857142, 1232.142857142857]]"
186524,"[[422.85714285714266, 2564.285714285714], [622.8571428571427, 2789.285714285714]]"
186524,"[[390.71428571428555, 3221.428571428571], [844.2857142857142, 3535.7142857142853]]"
186524,"[[1744.2857142857138, 2728.5714285714284], [1901.428571428571, 2899.9999999999995]]"
186525,"[[2223.666666666667, 386.6666666666667], [2357.0, 560.0]]"
186525,"[[1440.3333333333335, 3366.666666666667], [1813.666666666667, 3500.0]]"
186526,"[[2122.8484848484845, 2603.030303030303], [2516.7878787878785, 2757.5757575757575]]"
186528,"[[2037.666666666667, 406.6666666666667], [2124.3333333333335, 516.6666666666667]]"
186528,"[[2154.3333333333335, 3113.3333333333335], [2501.0, 3490.0]]"
186535,"[[481.7741935483871, 1261.2903225806451], [907.5806451612902, 2009.6774193548388]]"
186535,"[[1736.6129032258063, 2980.6451612903224], [2191.451612903226, 3125.8064516129034]]"
186535,"[[1033.3870967741937, 3225.8064516129034], [1246.2903225806454, 3645.1612903225805]]"
186535,"[[1707.5806451612902, 3229.032258064516], [1907.5806451612902, 3670.967741935484]]"
186537,"[[779.9393939393938, 2275.7575757575755], [940.5454545454545, 2403.030303030303]]"
186537,"[[586.0, 3442.424242424242], [1286.0, 3757.5757575757575]]"
186537,"[[3040.5454545454545, 2900.0], [3216.30303030303, 3154.5454545454545]]"
186538,"[[2235.7142857142853, 2764.285714285714], [2985.7142857142853, 3253.5714285714284]]"
186542,"[[2199.189189189189, 913.5135135135135], [2642.4324324324325, 1267.5675675675675]]"
186542,"[[2210.0, 1264.8648648648648], [2307.2972972972975, 1489.1891891891892]]"
186542,"[[2196.4864864864867, 1756.7567567567569], [2504.5945945945946, 1867.5675675675675]]"
186542,"[[2185.675675675676, 2118.9189189189187], [2420.810810810811, 2281.0810810810813]]"
186542,"[[2201.891891891892, 2372.972972972973], [2642.4324324324325, 2532.4324324324325]]"
186542,"[[2193.7837837837837, 2635.135135135135], [2680.2702702702704, 3118.9189189189187]]"
186543,"[[571.1111111111111, 2727.777777777778], [1171.111111111111, 3547.222222222222]]"
186543,"[[593.3333333333335, 3505.5555555555557], [1779.4444444444443, 3866.666666666667]]"
186545,"[[2844.578947368421, 2587.7894736842104], [3507.7368421052633, 2766.7368421052633]]"
186545,"[[2790.8787878787875, 3060.6060606060605], [3569.6666666666665, 3345.4545454545455]]"
186545,"[[2745.4242424242425, 3421.212121212121], [3593.9090909090905, 3681.8181818181815]]"
186546,"[[318.66666666666674, 2796.666666666667], [1232.0, 3666.666666666667]]"
186546,"[[278.66666666666674, 3636.666666666667], [1712.0, 4193.333333333334]]"
186548,"[[468.3333333333335, 200.0], [3058.3333333333335, 453.33333333333337]]"
186548,"[[1755.0, 2730.0], [3015.0, 3030.0]]"
186548,"[[705.0, 3750.0], [2575.0, 4493.333333333334]]"
186550,"[[460.2222222222222, 162.96296296296296], [3060.2222222222217, 474.074074074074]]"
186550,"[[1726.8888888888887, 2714.814814814815], [3008.3703703703704, 3037.037037037037]]"
186550,"[[667.6296296296296, 3729.6296296296296], [2586.148148148148, 4525.925925925925]]"
186553,"[[496.3333333333335, 1790.0], [1166.3333333333335, 2153.3333333333335]]"
186689,"[[305.4545454545455, 175.09090909090907], [2160.0, 461.4545454545455]]"
186689,"[[605.4545454545455, 3497.818181818182], [2000.909090909091, 3816.0]]"
186690,"[[1211.5517241379312, 2696.551724137931], [2477.068965517242, 3072.4137931034484]]"
186691,"[[2133.1081081081084, 908.1081081081081], [2427.702702702703, 1116.2162162162163]]"
186691,"[[2119.5945945945946, 1767.5675675675675], [2452.027027027027, 2770.2702702702704]]"
186692,"[[199.33333333333348, 142.0952380952381], [2161.2380952380954, 513.5238095238095]]"
186692,"[[2161.2380952380954, 170.66666666666669], [2642.190476190476, 1094.4761904761906]]"
186692,"[[1751.7142857142858, 2423.0476190476193], [2661.2380952380954, 3318.285714285714]]"
186692,"[[175.52380952380963, 3732.571428571429], [2599.333333333334, 4123.047619047619]]"
186694,"[[204.09523809523807, 99.23809523809524], [2575.52380952381, 575.4285714285714]]"
186694,"[[2161.2380952380954, 475.42857142857144], [2656.476190476191, 1094.4761904761906]]"
186694,"[[1713.6190476190477, 2380.190476190476], [2642.190476190476, 3356.3809523809523]]"
186694,"[[192.30303030303025, 3709.090909090909], [2580.181818181818, 4133.333333333333]]"
186696,"[[194.57142857142844, 137.33333333333334], [2570.7619047619046, 570.6666666666667]]"
186696,"[[2156.476190476191, 489.7142857142858], [2675.52380952381, 1104.0]]"
186696,"[[1708.8571428571431, 2413.5238095238096], [2651.7142857142862, 3346.857142857143]]"
186696,"[[206.0, 3730.0], [2612.666666666667, 4136.666666666667]]"
186699,"[[527.5714285714284, 3453.5714285714284], [952.5714285714284, 3721.428571428571]]"
186700,"[[867.8787878787878, 1718.181818181818], [1070.9090909090908, 1851.5151515151515]]"
186700,"[[2134.5454545454545, 1445.4545454545455], [2395.151515151515, 1639.3939393939393]]"
186700,"[[2161.8181818181815, 3175.7575757575755], [2276.969696969697, 3403.030303030303]]"
186701,"[[606.6129032258066, 1300.0], [1464.6774193548385, 1880.6451612903227]]"
186714,"[[309.33333333333326, 3760.6060606060605], [1882.060606060606, 4293.939393939394]]"
186717,"[[2226.4324324324325, 3351.3513513513512], [2488.5945945945946, 3551.3513513513512]]"
186729,"[[2707.8974358974356, 2648.7179487179487], [3113.025641025641, 2876.9230769230767]]"
186738,"[[1644.478260869565, 674.0], [2035.782608695652, 956.6086956521739]]"
186739,"[[246.0, 3390.625], [1967.875, 3893.75]]"
186743,"[[473.62790697674416, 1490.6976744186047], [824.7906976744187, 1646.5116279069769]]"
186743,"[[717.8139534883721, 2002.3255813953488], [827.1162790697674, 2225.5813953488373]]"
186743,"[[757.3488372093022, 2397.6744186046512], [836.4186046511629, 2504.6511627906975]]"
186743,"[[748.046511627907, 2683.720930232558], [850.3720930232557, 2783.720930232558]]"
186743,"[[482.93023255813955, 2853.4883720930234], [841.0697674418604, 2986.046511627907]]"
186743,"[[494.5581395348838, 3411.6279069767443], [789.9069767441861, 3632.5581395348836]]"
186751,"[[396.8205128205128, 200.0], [2901.948717948718, 687.1794871794872]]"
186751,"[[2256.9629629629626, 707.4074074074074], [2938.4444444444443, 4411.11111111111]]"
186751,"[[294.0, 2359.259259259259], [2175.4814814814813, 2777.7777777777774]]"
186751,"[[442.14814814814804, 3225.9259259259256], [2327.333333333333, 3692.592592592592]]"
186752,"[[183.33333333333348, 163.33333333333334], [2463.3333333333335, 470.0]]"
186752,"[[1560.0, 820.0], [2586.666666666667, 1180.0]]"
186752,"[[173.33333333333348, 1730.0], [1296.666666666667, 2916.666666666667]]"
186752,"[[1313.3333333333335, 1703.3333333333335], [2646.666666666667, 2813.3333333333335]]"
186755,"[[631.3333333333335, 2596.809523809524], [1050.3809523809523, 3634.904761904762]]"
186755,"[[636.0952380952381, 3668.2380952380954], [1117.0476190476193, 4096.809523809524]]"
186755,"[[626.5714285714289, 4134.904761904762], [1278.9523809523812, 4268.238095238095]]"
186756,"[[697.1904761904761, 2530.6190476190477], [1111.4761904761904, 3268.714285714286]]"
186758,"[[384.0, 190.0], [2939.0, 985.0]]"
186758,"[[2229.0, 760.0], [2944.0, 4420.0]]"
186758,"[[309.0, 2370.0], [2509.0, 2795.0]]"
186758,"[[449.0, 3290.0], [2329.0, 3720.0]]"
186760,"[[173.47619047619037, 160.1904761904762], [2449.666666666667, 474.4761904761905]]"
186760,"[[1544.904761904762, 793.5238095238095], [2602.0476190476193, 1188.7619047619048]]"
186760,"[[183.0, 1707.8095238095239], [2635.3809523809523, 2936.3809523809523]]"
186762,"[[469.0, 3245.0], [2364.0, 3740.0]]"
186762,"[[399.0, 175.0], [2919.0, 1010.0]]"
186762,"[[344.0, 2345.0], [2514.0, 2805.0]]"
186762,"[[2234.0, 785.0], [2944.0, 4410.0]]"
186786,"[[1640.037037037037, 3185.1851851851848], [2084.4814814814813, 3322.222222222222]]"
186786,"[[2077.074074074074, 4337.0370370370365], [3069.6666666666665, 4559.259259259259]]"
186830,"[[415.88888888888914, 247.22222222222223], [2932.5555555555557, 597.2222222222223]]"
186830,"[[1915.8888888888887, 819.4444444444445], [2593.666666666667, 1119.4444444444446]]"
186830,"[[1515.8888888888887, 2047.2222222222222], [1643.666666666667, 2141.666666666667]]"
186830,"[[993.666666666667, 4080.5555555555557], [1543.666666666667, 4486.111111111111]]"
186837,"[[1596.9459459459458, 3897.2972972972975], [2691.5405405405404, 4329.72972972973]]"
186837,"[[1353.7027027027027, 3948.6486486486488], [1534.7837837837837, 4167.5675675675675]]"
186845,"[[2279.636363636364, 173.8181818181818], [2502.363636363636, 382.90909090909093]]"
186845,"[[438.7272727272725, 3537.4545454545455], [1743.2727272727275, 3846.5454545454545]]"
186845,"[[120.5454545454545, 2801.090909090909], [2243.272727272727, 3387.4545454545455]]"
186847,"[[583.4285714285713, 3528.5714285714284], [2557.7142857142853, 3939.9999999999995]]"
186847,"[[323.42857142857133, 4154.285714285714], [1937.7142857142853, 4394.285714285714]]"
187171,"[[332.0322580645161, 1167.741935483871], [438.48387096774195, 1290.3225806451612]]"
187171,"[[251.38709677419365, 2296.7741935483873], [909.4516129032259, 2819.3548387096776]]"
187171,"[[1535.2580645161293, 2654.8387096774195], [2138.483870967742, 2906.451612903226]]"
187171,"[[1554.6129032258063, 2280.6451612903224], [2293.3225806451615, 2632.2580645161293]]"
187490,"[[1.5454545454545041, 1515.151515151515], [219.72727272727275, 1781.8181818181818]]"
187490,"[[474.27272727272725, 2303.030303030303], [1074.2727272727273, 2639.3939393939395]]"
187490,"[[1686.3939393939395, 2193.939393939394], [2404.5757575757575, 2539.3939393939395]]"
187490,"[[1437.909090909091, 3869.6969696969695], [1580.333333333333, 3993.9393939393935]]"
187491,"[[905.4285714285713, 891.4285714285713], [1385.4285714285713, 1071.4285714285713]]"
187491,"[[996.8571428571427, 1377.142857142857], [1322.5714285714284, 1508.5714285714284]]"
187491,"[[1005.4285714285713, 1939.9999999999998], [1339.7142857142856, 2071.428571428571]]"
187491,"[[1022.5714285714284, 2200.0], [1348.285714285714, 2325.7142857142853]]"
187491,"[[925.4285714285713, 2945.7142857142853], [1391.1428571428569, 3228.5714285714284]]"
187492,"[[1879.9302325581398, 597.6744186046511], [2338.0697674418607, 848.8372093023256]]"
187492,"[[1852.0232558139537, 986.046511627907], [2324.1162790697676, 1269.7674418604652]]"
187492,"[[1859.0, 1616.2790697674418], [2305.5116279069766, 1827.906976744186]]"
187492,"[[1849.6976744186045, 1969.7674418604652], [2328.767441860465, 2167.4418604651164]]"
187492,"[[1849.6976744186045, 2276.7441860465115], [2319.4651162790697, 2509.3023255813955]]"
187492,"[[1842.7209302325582, 2639.5348837209303], [2326.4418604651164, 3065.1162790697676]]"
187548,"[[2556.2857142857138, 3628.5714285714284], [3010.5714285714284, 3834.2857142857138]]"
187549,"[[1978.9999999999995, 4189.285714285714], [3068.2857142857138, 4471.428571428571]]"
187555,"[[198.71428571428555, 89.28571428571428], [2130.8571428571427, 389.2857142857142]]"
187555,"[[1930.8571428571427, 2914.285714285714], [3045.142857142857, 3853.571428571428]]"
187556,"[[160.22222222222217, 58.55555555555557], [2154.666666666667, 358.5555555555556]]"
187556,"[[1904.666666666667, 2886.3333333333335], [3060.2222222222226, 3841.888888888889]]"
187570,"[[1358.0, 2795.0], [2218.0, 3200.0]]"
187570,"[[1733.0, 3205.0], [2488.0, 3685.0]]"
187570,"[[443.0, 2855.0], [1293.0, 3245.0]]"
187582,"[[463.66666666666674, 1283.3333333333335], [673.6666666666667, 1533.3333333333335]]"
187599,"[[1126.121212121212, 575.7575757575758], [2044.30303030303, 681.8181818181818]]"
187599,"[[1741.272727272727, 496.96969696969694], [2207.939393939394, 578.7878787878788]]"
187599,"[[2447.333333333333, 563.6363636363636], [2568.5454545454545, 651.5151515151515]]"
187599,"[[1468.5454545454545, 721.2121212121211], [1771.5757575757575, 821.2121212121211]]"
187599,"[[1801.878787878788, 712.1212121212121], [2214.0, 806.060606060606]]"
187599,"[[2238.242424242424, 730.3030303030303], [2571.5757575757575, 836.3636363636364]]"
187599,"[[2532.181818181818, 751.5151515151515], [3662.4848484848485, 1500.0]]"
187599,"[[1092.6829268292681, 836.5853658536585], [1492.6829268292681, 919.5121951219511]]"
187599,"[[1529.2682926829268, 846.3414634146341], [1826.8292682926829, 924.390243902439]]"
187599,"[[1895.121951219512, 841.4634146341463], [2019.512195121951, 936.5853658536585]]"
187599,"[[2212.1951219512193, 843.9024390243902], [2451.2195121951218, 929.2682926829268]]"
187599,"[[1309.7560975609756, 970.7317073170731], [1490.2439024390242, 1031.7073170731705]]"
187599,"[[1575.6097560975609, 973.170731707317], [1924.390243902439, 1046.341463414634]]"
187599,"[[2063.414634146341, 970.7317073170731], [2482.9268292682923, 1048.780487804878]]"
187599,"[[997.560975609756, 1090.2439024390244], [1178.0487804878048, 1170.7317073170732]]"
187599,"[[1185.3658536585365, 1107.3170731707316], [1373.170731707317, 1175.6097560975609]]"
187599,"[[1380.4878048780486, 1080.4878048780488], [1660.9756097560974, 1182.9268292682925]]"
187599,"[[1670.731707317073, 1075.6097560975609], [1975.6097560975609, 1175.6097560975609]]"
187599,"[[2014.6341463414633, 1090.2439024390244], [2256.0975609756097, 1165.8536585365853]]"
187599,"[[2353.6585365853657, 1080.4878048780488], [2500.0, 1168.2926829268292]]"
187599,"[[490.24390243902434, 1180.4878048780488], [929.2682926829268, 1270.7317073170732]]"
187599,"[[963.4146341463414, 1204.8780487804877], [1282.9268292682925, 1290.2439024390244]]"
187599,"[[1334.1463414634145, 1200.0], [1402.4390243902437, 1280.4878048780488]]"
187599,"[[1424.390243902439, 1207.3170731707316], [1660.9756097560974, 1304.8780487804877]]"
187599,"[[1778.0487804878048, 1204.8780487804877], [2109.7560975609754, 1295.121951219512]]"
187599,"[[2204.8780487804875, 1197.560975609756], [2543.90243902439, 1297.560975609756]]"
187599,"[[470.73170731707313, 1343.90243902439], [704.8780487804878, 1443.90243902439]]"
187599,"[[809.7560975609756, 1339.0243902439024], [965.8536585365853, 1421.951219512195]]"
187599,"[[1124.390243902439, 1334.1463414634145], [1329.2682926829268, 1421.951219512195]]"
187599,"[[1429.2682926829268, 1321.951219512195], [1707.3170731707316, 1417.0731707317073]]"
187599,"[[1807.3170731707316, 1324.390243902439], [1919.512195121951, 1407.3170731707316]]"
187599,"[[1946.341463414634, 1317.0731707317073], [2185.3658536585363, 1412.1951219512193]]"
187599,"[[2280.487804878049, 1319.5121951219512], [2631.7073170731705, 1426.8292682926829]]"
187599,"[[375.60975609756093, 1431.7073170731705], [721.951219512195, 1551.2195121951218]]"
187599,"[[758.5365853658536, 1448.780487804878], [926.8292682926829, 1539.0243902439024]]"
187599,"[[1014.6341463414633, 1453.6585365853657], [1243.90243902439, 1541.4634146341461]]"
187599,"[[1246.341463414634, 1453.6585365853657], [1626.8292682926829, 1536.5853658536585]]"
187599,"[[1675.6097560975609, 1451.2195121951218], [2102.439024390244, 1534.1463414634145]]"
187599,"[[2156.0975609756097, 1446.341463414634], [2697.560975609756, 1558.5365853658536]]"
187599,"[[558.5365853658536, 1568.2926829268292], [865.8536585365853, 1682.9268292682925]]"
187599,"[[1004.8780487804877, 1568.2926829268292], [1324.390243902439, 1680.4878048780486]]"
187599,"[[1346.341463414634, 1582.9268292682925], [1473.170731707317, 1643.90243902439]]"
187599,"[[1487.8048780487804, 1563.4146341463413], [1878.0487804878048, 1653.6585365853657]]"
187599,"[[1968.2926829268292, 1565.8536585365853], [2312.1951219512193, 1668.2926829268292]]"
187599,"[[446.3414634146341, 1699.9999999999998], [604.8780487804878, 1809.7560975609754]]"
187599,"[[626.8292682926829, 1692.6829268292681], [960.9756097560975, 1795.121951219512]]"
187599,"[[1014.6341463414633, 1687.8048780487804], [1100.0, 1804.8780487804877]]"
187599,"[[1158.5365853658536, 1687.8048780487804], [1312.1951219512193, 1778.0487804878048]]"
187599,"[[1573.170731707317, 1682.9268292682925], [1673.170731707317, 1773.170731707317]]"
187599,"[[1709.7560975609754, 1692.6829268292681], [1890.2439024390242, 1763.4146341463413]]"
187599,"[[1995.121951219512, 1685.3658536585365], [2095.121951219512, 1780.4878048780486]]"
187599,"[[2131.7073170731705, 1682.9268292682925], [2321.951219512195, 1780.4878048780486]]"
187599,"[[746.3414634146341, 1812.1951219512193], [1009.7560975609755, 1919.512195121951]]"
187599,"[[1097.560975609756, 1812.1951219512193], [1187.8048780487804, 1897.560975609756]]"
187599,"[[1263.4146341463413, 1809.7560975609754], [1497.560975609756, 1921.951219512195]]"
187599,"[[1575.6097560975609, 1795.121951219512], [1721.951219512195, 1904.8780487804877]]"
187599,"[[1778.0487804878048, 1795.121951219512], [2039.0243902439022, 1899.9999999999998]]"
187599,"[[2058.5365853658536, 1802.4390243902437], [2295.121951219512, 1912.1951219512193]]"
187599,"[[2314.6341463414633, 1824.390243902439], [2580.487804878049, 1912.1951219512193]]"
187599,"[[529.2682926829268, 1924.390243902439], [819.5121951219512, 2014.6341463414633]]"
187599,"[[834.1463414634146, 1931.7073170731705], [1024.390243902439, 2036.5853658536585]]"
187599,"[[1087.8048780487804, 1921.951219512195], [1402.4390243902437, 2051.2195121951218]]"
187599,"[[1478.0487804878048, 1934.1463414634145], [1870.731707317073, 2043.90243902439]]"
187599,"[[1931.7073170731705, 1924.390243902439], [2570.731707317073, 2046.341463414634]]"
187599,"[[458.5365853658536, 2046.341463414634], [1300.0, 2156.0975609756097]]"
187599,"[[1302.4390243902437, 2053.6585365853657], [1807.3170731707316, 2153.6585365853657]]"
187599,"[[1807.3170731707316, 2043.90243902439], [2851.2195121951218, 2153.6585365853657]]"
187599,"[[2848.780487804878, 1997.560975609756], [3129.2682926829266, 2129.2682926829266]]"
187599,"[[478.04878048780483, 2160.9756097560976], [1043.90243902439, 2263.414634146341]]"
187599,"[[1043.90243902439, 2165.853658536585], [1226.8292682926829, 2275.609756097561]]"
187599,"[[1295.121951219512, 2158.5365853658536], [2121.951219512195, 2270.731707317073]]"
187599,"[[2192.682926829268, 2151.2195121951218], [2643.90243902439, 2248.780487804878]]"
187599,"[[2648.780487804878, 2260.9756097560976], [3402.4390243902435, 2404.8780487804875]]"
187599,"[[948.780487804878, 2280.487804878049], [1512.1951219512193, 2375.609756097561]]"
187599,"[[1602.4390243902437, 2282.9268292682923], [2573.170731707317, 2397.560975609756]]"
187599,"[[158.53658536585365, 2660.9756097560976], [463.4146341463414, 2914.6341463414633]]"
187599,"[[317.0731707317073, 2397.560975609756], [824.390243902439, 2490.243902439024]]"
187599,"[[214.6341463414634, 2465.853658536585], [492.68292682926824, 2617.0731707317073]]"
187599,"[[865.8536585365853, 2397.560975609756], [1748.780487804878, 2497.560975609756]]"
187599,"[[1841.4634146341461, 2404.8780487804875], [2114.6341463414633, 2524.3902439024387]]"
187599,"[[2295.121951219512, 2392.682926829268], [2517.0731707317073, 2500.0]]"
187599,"[[839.0243902439024, 2521.9512195121947], [1721.951219512195, 2624.3902439024387]]"
187599,"[[1880.4878048780486, 2521.9512195121947], [2156.0975609756097, 2626.8292682926826]]"
187599,"[[2158.5365853658536, 2502.4390243902435], [3434.1463414634145, 2641.463414634146]]"
187599,"[[470.73170731707313, 2634.1463414634145], [953.6585365853658, 2743.90243902439]]"
187599,"[[960.9756097560975, 2639.0243902439024], [1368.2926829268292, 2739.0243902439024]]"
187599,"[[1378.0487804878048, 2629.2682926829266], [2246.341463414634, 2719.512195121951]]"
187599,"[[2248.780487804878, 2631.7073170731705], [2853.6585365853657, 2756.0975609756097]]"
187599,"[[836.5853658536585, 2753.6585365853657], [1139.0243902439024, 2851.2195121951218]]"
187599,"[[1175.6097560975609, 2792.682926829268], [1229.2682926829268, 2853.6585365853657]]"
187599,"[[1309.7560975609756, 2760.975609756097], [1534.1463414634145, 2868.292682926829]]"
187599,"[[1558.5365853658536, 2765.853658536585], [1809.7560975609754, 2865.853658536585]]"
187599,"[[1856.0975609756097, 2753.6585365853657], [1985.3658536585365, 2846.341463414634]]"
187599,"[[2068.292682926829, 2760.975609756097], [2234.1463414634145, 2843.90243902439]]"
187599,"[[312.1951219512195, 2743.90243902439], [585.3658536585366, 2858.5365853658536]]"
187599,"[[507.31707317073165, 2880.4878048780483], [792.6829268292682, 2980.4878048780483]]"
